Order ID,Order Date,Store ID,Region,Product Category,Sub-Category,Quantity,Price,Discount (%),Sales,Profit
ORD103594,2020-05-13,S031,North,Grocery,Beverages,4,47.47,3.05,184.09,14.5
ORD107373,2020-05-13,S039,West,Furniture,Sofas,3,882.69,0.0,2648.07,476.65
ORD102100,2020-05-14,S021,North,Grocery,Fresh,4,18.52,1.05,73.3,5.83
ORD100456,2020-05-14,S033,West,Furniture,Beds,6,980.82,0.8,5837.84,1046.61
ORD111276,2020-05-14,S003,West,Electronics,Audio,2,1175.65,11.68,2076.67,430.19
ORD111205,2020-05-14,S036,West,Grocery,Staples,3,21.79,10.79,58.32,4.41
ORD103181,2020-05-14,S010,East,Grocery,Snacks,7,39.82,21.16,219.76,15.72
ORD109009,2020-05-14,S022,West,Clothing,Men,6,10.22,0.0,61.32,21.46
ORD107019,2020-05-14,S005,South,Electronics,Audio,1,839.9,3.67,809.08,174.73
ORD110577,2020-05-15,S026,West,Furniture,Chairs,3,671.77,9.6,1821.84,312.19
ORD102342,2020-05-15,S021,North,Furniture,Chairs,7,519.98,0.0,3639.86,655.17
ORD107957,2020-05-15,S017,South,Electronics,Audio,3,281.43,2.1,826.56,179.93
ORD105989,2020-05-16,S019,South,Clothing,Men,3,73.01,1.94,214.78,74.44
ORD109963,2020-05-16,S005,South,Furniture,Chairs,4,492.71,9.36,1786.37,306.5
ORD104560,2020-05-16,S050,North,Clothing,Accessories,9,78.67,1.82,695.14,241.08
ORD105943,2020-05-16,S021,West,Clothing,Men,1,94.96,0.0,94.96,33.24
ORD100094,2020-05-17,S032,East,Grocery,Snacks,5,2.87,1.17,14.18,1.13
ORD106864,2020-05-17,S044,North,Grocery,Beverages,4,22.88,0.0,91.52,7.32
ORD100085,2020-05-17,S028,East,Clothing,Women,3,100.31,1.36,296.84,103.19
ORD105785,2020-05-17,S025,East,Electronics,Audio,4,230.12,8.59,841.41,177.16
ORD100802,2020-05-17,S044,South,Grocery,Snacks,9,3.76,1.15,33.45,2.66
ORD111895,2020-05-17,S014,East,Furniture,Chairs,9,169.65,0.0,1526.85,274.83
ORD108239,2020-05-17,S037,North,Grocery,Fresh,9,16.98,10.28,137.11,10.41
ORD107878,2020-05-18,S015,West,Beauty,Fragrance,4,133.1,0.0,532.4,149.07
ORD111179,2020-05-18,S011,Central,Clothing,Kids,7,83.2,9.84,525.09,174.74
ORD101484,2020-05-18,S036,West,Electronics,Laptops,6,1259.15,10.11,6791.1,1418.52
ORD105685,2020-05-18,S023,Central,Electronics,Accessories,5,356.5,8.32,1634.2,344.57
ORD111182,2020-05-18,S028,West,Grocery,Beverages,2,34.87,4.19,66.82,5.23
ORD110018,2020-05-18,S018,South,Furniture,Tables,5,984.63,6.31,4612.5,804.06
ORD108574,2020-05-19,S043,South,Grocery,Beverages,2,8.56,11.54,15.14,1.14
ORD100482,2020-05-19,S038,West,Electronics,Laptops,6,702.89,16.0,3542.57,717.02
ORD109656,2020-05-19,S037,South,Electronics,Audio,2,1410.79,4.12,2705.33,582.91
ORD103466,2020-05-19,S004,Central,Beauty,Haircare,5,102.17,9.23,463.7,123.84
ORD102418,2020-05-19,S017,Central,Electronics,Accessories,5,852.12,0.0,4260.6,937.33
ORD111598,2020-05-20,S013,Central,Grocery,Staples,4,15.47,7.28,57.38,4.42
ORD106361,2020-05-20,S015,Central,Electronics,Audio,2,1273.45,7.6,2353.34,498.06
ORD104539,2020-05-20,S040,North,Clothing,Women,4,80.27,8.22,294.69,98.9
ORD106135,2020-05-20,S024,North,Clothing,Kids,3,53.67,1.86,158.02,54.79
ORD104536,2020-05-21,S018,Central,Clothing,Women,2,107.53,5.84,202.5,68.81
ORD110384,2020-05-21,S033,North,Clothing,Women,3,94.58,0.0,283.74,99.31
ORD104576,2020-05-22,S048,North,Clothing,Accessories,4,122.45,14.79,417.36,135.27
ORD106432,2020-05-22,S021,Central,Clothing,Kids,4,20.43,5.9,76.9,26.12
ORD104429,2020-05-22,S012,East,Electronics,Accessories,6,875.28,1.62,5166.6,1127.45
ORD104830,2020-05-22,S011,West,Grocery,Fresh,4,28.52,7.7,105.3,8.1
ORD111139,2020-05-22,S035,South,Furniture,Sofas,3,377.22,0.55,1125.44,202.02
ORD103598,2020-05-22,S006,East,Grocery,Beverages,3,43.46,9.75,117.67,8.95
ORD103127,2020-05-23,S043,East,Grocery,Staples,4,2.12,13.57,7.33,0.55
ORD109346,2020-05-23,S039,West,Clothing,Kids,2,128.35,1.52,252.8,87.81
ORD105798,2020-05-23,S035,South,Electronics,Accessories,3,259.37,0.0,778.11,171.18
ORD110159,2020-05-23,S025,South,Electronics,Mobiles,3,1031.98,11.06,2753.53,572.28
ORD111259,2020-05-24,S045,East,Electronics,Audio,3,1400.39,2.06,4114.63,895.89
ORD101860,2020-05-24,S026,North,Clothing,Women,3,138.48,1.01,411.24,143.21
ORD108531,2020-05-24,S019,North,Clothing,Women,3,66.39,0.74,197.7,68.94
ORD106723,2020-05-24,S013,West,Clothing,Men,2,47.28,4.44,90.36,30.92
ORD107626,2020-05-24,S006,South,Furniture,Chairs,4,415.57,16.78,1383.35,228.11
ORD109520,2020-05-25,S050,East,Beauty,Haircare,5,28.66,0.0,143.3,40.12
ORD108936,2020-05-25,S010,South,Clothing,Men,3,61.1,4.7,174.68,59.7
ORD100551,2020-05-25,S018,South,Grocery,Beverages,4,21.04,12.79,73.4,5.5
ORD110476,2020-05-25,S034,East,Electronics,Audio,4,1406.5,0.0,5626.0,1237.72
ORD111085,2020-05-25,S026,East,Beauty,Haircare,4,160.26,2.06,627.83,173.98
ORD100458,2020-05-25,S028,West,Grocery,Staples,4,42.86,6.58,160.16,12.39
ORD106919,2020-05-26,S035,North,Grocery,Fresh,6,24.7,13.74,127.84,9.52
ORD106596,2020-05-26,S012,South,Furniture,Chairs,3,793.45,2.43,2322.51,412.97
ORD100336,2020-05-27,S022,Central,Grocery,Beverages,4,11.06,1.89,43.4,3.44
ORD107960,2020-05-27,S025,Central,Beauty,Haircare,4,25.37,1.38,100.08,27.83
ORD105054,2020-05-27,S029,West,Grocery,Fresh,3,40.12,0.0,120.36,9.63
ORD107014,2020-05-28,S047,South,Clothing,Accessories,3,7.42,21.47,17.48,5.46
ORD109183,2020-05-28,S019,North,Grocery,Fresh,3,42.47,10.63,113.87,8.63
ORD100962,2020-05-28,S048,South,Electronics,Audio,2,721.34,0.0,1442.68,317.39
ORD107116,2020-05-28,S030,Central,Grocery,Fresh,2,6.78,1.31,13.38,1.06
ORD101416,2020-05-29,S003,Central,Clothing,Accessories,5,19.89,0.57,98.88,34.51
ORD101995,2020-05-29,S041,South,Furniture,Chairs,5,770.26,7.73,3553.59,614.92
ORD106187,2020-05-29,S039,West,Furniture,Chairs,3,1090.79,0.0,3272.37,589.03
ORD102010,2020-05-29,S050,East,Electronics,Mobiles,2,1453.65,0.0,2907.3,639.61
ORD103606,2020-05-29,S019,Central,Beauty,Haircare,2,41.37,4.11,79.34,21.76
ORD106454,2020-05-30,S025,West,Grocery,Beverages,5,2.36,4.39,11.28,0.88
ORD102910,2020-05-30,S018,West,Grocery,Beverages,4,49.62,3.6,191.33,15.03
ORD111506,2020-05-30,S033,West,Clothing,Women,1,88.06,3.71,84.79,29.13
ORD107745,2020-05-30,S020,South,Grocery,Staples,3,48.64,0.82,144.72,11.53
ORD104863,2020-05-30,S017,West,Beauty,Makeup,6,174.86,3.54,1012.02,278.35
ORD100368,2020-05-30,S015,Central,Electronics,Laptops,4,238.92,14.58,816.34,166.5
ORD105361,2020-05-30,S031,South,Grocery,Fresh,5,7.3,11.14,32.43,2.45
ORD101452,2020-05-30,S038,South,Furniture,Beds,6,256.18,4.74,1464.22,257.31
ORD101296,2020-05-30,S007,South,Grocery,Fresh,5,32.23,9.43,145.95,11.13
ORD110261,2020-05-31,S001,West,Clothing,Women,2,35.61,19.79,57.13,18.02
ORD103188,2020-05-31,S003,East,Electronics,Audio,4,656.35,13.93,2259.68,462.5
ORD105857,2020-05-31,S046,North,Electronics,Mobiles,5,977.43,3.62,4710.24,1017.5
ORD110561,2020-05-31,S035,North,Beauty,Haircare,3,50.51,5.02,143.92,39.29
ORD108226,2020-05-31,S015,North,Grocery,Snacks,9,6.58,23.0,45.6,3.23
ORD101557,2020-05-31,S047,West,Grocery,Beverages,7,13.23,13.48,80.13,5.98
ORD100823,2020-05-31,S044,East,Grocery,Staples,3,46.16,0.0,138.48,11.08
ORD100554,2020-06-01,S015,South,Grocery,Snacks,9,9.95,0.0,89.55,7.16
ORD104937,2020-06-01,S038,North,Clothing,Accessories,4,72.75,9.32,263.88,88.05
ORD111927,2020-06-01,S042,Central,Clothing,Accessories,2,40.76,11.4,72.23,23.84
ORD103213,2020-06-01,S009,East,Electronics,Laptops,6,1381.26,7.06,7702.46,1634.72
ORD106875,2020-06-01,S003,West,Clothing,Men,3,145.98,3.2,423.93,146.0
ORD102982,2020-06-03,S041,North,Furniture,Beds,6,749.25,11.96,3957.84,669.81
ORD109370,2020-06-03,S032,South,Electronics,Mobiles,3,1016.79,15.18,2587.32,526.01
ORD106171,2020-06-03,S005,West,Electronics,Accessories,3,1225.63,10.94,3274.64,681.01
ORD108865,2020-06-03,S023,South,Grocery,Beverages,3,7.85,9.25,21.37,1.63
ORD102493,2020-06-03,S029,West,Grocery,Beverages,4,48.19,5.98,181.23,14.06
ORD107034,2020-06-03,S031,North,Grocery,Fresh,7,22.13,2.03,151.77,12.02
ORD104229,2020-06-03,S031,South,Furniture,Chairs,8,219.19,10.94,1561.68,265.73
ORD101325,2020-06-03,S026,East,Grocery,Beverages,4,42.14,0.8,167.21,13.32
ORD109592,2020-06-03,S038,Central,Clothing,Accessories,8,39.48,0.0,315.84,110.54
ORD107524,2020-06-04,S042,South,Grocery,Snacks,6,17.82,8.26,98.09,7.52
ORD100985,2020-06-04,S028,West,Furniture,Tables,1,564.55,9.85,508.94,87.1
ORD101196,2020-06-04,S007,North,Grocery,Snacks,3,48.57,10.64,130.21,9.86
ORD106589,2020-06-04,S032,Central,Electronics,Laptops,2,397.03,0.0,794.06,174.69
ORD101340,2020-06-04,S016,West,Beauty,Haircare,1,27.21,7.12,25.27,6.82
ORD101666,2020-06-04,S004,North,Electronics,Laptops,3,784.71,5.08,2234.54,479.11
ORD103108,2020-06-04,S044,West,Clothing,Women,5,131.16,7.08,609.37,205.73
ORD110156,2020-06-04,S001,West,Electronics,Accessories,3,746.51,3.08,2170.55,470.17
ORD104882,2020-06-04,S049,North,Furniture,Chairs,5,580.87,4.37,2777.43,489.01
ORD110214,2020-06-05,S040,South,Clothing,Women,3,122.09,7.33,339.42,114.44
ORD109691,2020-06-05,S046,West,Grocery,Beverages,4,16.64,17.24,55.09,4.03
ORD109867,2020-06-05,S004,North,Grocery,Snacks,6,41.79,3.26,242.57,19.09
ORD107277,2020-06-05,S024,South,Furniture,Tables,2,141.14,13.38,244.51,41.07
ORD109885,2020-06-05,S003,West,Furniture,Sofas,2,428.28,3.05,830.43,147.2
ORD104355,2020-06-05,S011,North,Grocery,Fresh,3,45.75,4.67,130.84,10.22
ORD101956,2020-06-05,S045,West,Grocery,Fresh,3,18.82,2.97,54.78,4.32
ORD109285,2020-06-05,S009,Central,Grocery,Beverages,6,4.34,0.0,26.04,2.08
ORD105858,2020-06-06,S010,East,Grocery,Staples,1,36.24,10.39,32.47,2.46
ORD101955,2020-06-06,S029,West,Furniture,Beds,5,1184.51,0.0,5922.55,1066.06
ORD102809,2020-06-06,S034,Central,Grocery,Staples,5,32.92,2.43,160.6,12.69
ORD106497,2020-06-07,S006,West,Beauty,Makeup,5,49.14,5.97,231.03,62.76
ORD100640,2020-06-07,S005,West,Grocery,Snacks,1,11.25,11.24,9.99,0.75
ORD105320,2020-06-07,S027,Central,Grocery,Staples,4,12.82,5.9,48.25,3.75
ORD106260,2020-06-07,S039,South,Grocery,Snacks,3,25.91,15.93,65.35,4.81
ORD109860,2020-06-08,S022,South,Grocery,Snacks,1,7.15,8.85,6.52,0.5
ORD110331,2020-06-08,S017,West,Grocery,Snacks,3,16.07,15.65,40.67,3.0
ORD105455,2020-06-08,S048,North,Clothing,Accessories,3,25.85,0.0,77.55,27.14
ORD100285,2020-06-08,S027,West,Clothing,Men,6,97.17,18.09,477.55,152.02
ORD110884,2020-06-08,S040,South,Grocery,Staples,9,45.38,3.19,395.39,31.13
ORD103166,2020-06-08,S050,East,Clothing,Men,3,137.03,12.25,360.73,118.52
ORD105962,2020-06-08,S028,East,Grocery,Staples,5,14.27,0.0,71.35,5.71
ORD103821,2020-06-08,S008,South,Grocery,Staples,3,21.03,0.0,63.09,5.05
ORD102049,2020-06-09,S015,West,Grocery,Snacks,5,19.0,2.42,92.7,7.33
ORD111159,2020-06-09,S041,South,Clothing,Accessories,5,19.34,0.0,96.7,33.84
ORD101475,2020-06-09,S034,East,Grocery,Staples,2,41.92,0.0,83.84,6.71
ORD109512,2020-06-09,S050,West,Grocery,Beverages,3,46.5,0.0,139.5,11.16
ORD104073,2020-06-09,S017,West,Grocery,Beverages,6,2.13,0.0,12.78,1.02
ORD100667,2020-06-09,S009,South,Grocery,Snacks,4,10.46,0.0,41.84,3.35
ORD100662,2020-06-09,S015,South,Furniture,Beds,6,468.89,0.0,2813.34,506.4
ORD108294,2020-06-10,S004,East,Grocery,Beverages,6,34.1,4.51,195.37,15.28
ORD104369,2020-06-10,S005,South,Furniture,Tables,2,849.02,5.65,1602.1,280.23
ORD109375,2020-06-10,S027,South,Clothing,Kids,3,39.6,3.44,114.71,39.46
ORD102410,2020-06-10,S044,North,Electronics,Mobiles,1,407.79,6.32,382.02,81.39
ORD101336,2020-06-10,S014,Central,Furniture,Chairs,2,501.47,0.0,1002.94,180.53
ORD104839,2020-06-11,S017,Central,Beauty,Fragrance,4,30.47,0.0,121.88,34.13
ORD108048,2020-06-11,S048,East,Clothing,Men,4,104.93,21.5,329.48,102.92
ORD108034,2020-06-11,S023,West,Grocery,Snacks,2,42.16,8.86,76.85,5.88
ORD111648,2020-06-11,S047,South,Electronics,Laptops,3,373.6,8.9,1021.05,214.63
ORD106457,2020-06-11,S005,North,Grocery,Staples,5,31.34,11.26,139.06,10.5
ORD106258,2020-06-11,S036,East,Electronics,Laptops,3,1257.26,0.0,3771.78,829.79
ORD108300,2020-06-12,S044,East,Clothing,Kids,3,145.98,11.77,386.39,127.28
ORD108783,2020-06-12,S048,South,Furniture,Tables,6,232.18,6.42,1303.64,227.12
ORD104043,2020-06-12,S034,South,Grocery,Staples,6,48.87,10.18,263.37,20.0
ORD105715,2020-06-12,S020,East,Clothing,Women,3,109.02,8.38,299.65,100.48
ORD109978,2020-06-12,S026,Central,Furniture,Beds,2,97.9,10.93,174.4,29.68
ORD103457,2020-06-12,S040,North,Grocery,Snacks,4,16.33,11.32,57.93,4.37
ORD102188,2020-06-12,S045,South,Furniture,Sofas,1,635.74,4.82,605.1,106.29
ORD109012,2020-06-13,S024,West,Beauty,Haircare,3,76.97,5.61,217.96,59.32
ORD105439,2020-06-13,S016,West,Clothing,Men,5,78.52,0.0,392.6,137.41
ORD103754,2020-06-13,S018,South,Beauty,Skincare,4,126.35,17.33,417.81,106.85
ORD103979,2020-06-13,S048,West,Grocery,Fresh,5,48.38,4.51,230.99,18.06
ORD101468,2020-06-13,S018,South,Furniture,Sofas,2,643.07,3.12,1246.01,220.78
ORD111781,2020-06-13,S036,East,Electronics,Mobiles,3,1256.16,0.0,3768.48,829.07
ORD107327,2020-06-14,S034,East,Furniture,Sofas,6,470.07,4.68,2688.42,472.59
ORD105250,2020-06-14,S011,Central,Furniture,Beds,2,372.86,7.97,686.29,118.61
ORD110256,2020-06-14,S038,West,Electronics,Audio,5,346.88,5.61,1637.1,350.06
ORD111708,2020-06-14,S007,North,Clothing,Kids,4,136.81,3.86,526.12,180.59
ORD111253,2020-06-14,S001,Central,Beauty,Haircare,3,107.45,7.72,297.46,80.07
ORD111567,2020-06-14,S043,East,Clothing,Accessories,5,11.27,11.83,49.68,16.36
ORD111912,2020-06-14,S027,East,Clothing,Women,6,148.09,11.61,785.38,258.93
ORD109487,2020-06-14,S030,South,Electronics,Mobiles,4,665.28,8.95,2422.95,509.2
ORD103487,2020-06-15,S005,East,Beauty,Makeup,4,147.98,7.71,546.28,147.06
ORD109622,2020-06-15,S024,West,Grocery,Beverages,7,23.7,0.0,165.9,13.27
ORD111637,2020-06-15,S014,South,Grocery,Snacks,5,43.0,5.18,203.86,15.89
ORD102211,2020-06-15,S026,West,Clothing,Accessories,3,92.08,3.76,265.85,91.3
ORD103659,2020-06-15,S031,South,Electronics,Mobiles,3,926.86,13.63,2401.59,492.34
ORD100741,2020-06-15,S025,West,Clothing,Accessories,4,126.84,14.36,434.5,141.16
ORD108329,2020-06-16,S016,West,Clothing,Women,1,102.72,0.96,101.73,35.43
ORD102328,2020-06-16,S029,West,Beauty,Haircare,4,172.61,0.64,686.02,191.47
ORD108598,2020-06-16,S038,Central,Grocery,Fresh,4,6.14,0.0,24.56,1.96
ORD109807,2020-06-16,S016,West,Electronics,Audio,2,1081.28,2.34,2111.96,459.2
ORD102815,2020-06-16,S015,North,Electronics,Accessories,4,447.56,0.0,1790.24,393.85
ORD111793,2020-06-17,S026,South,Grocery,Snacks,3,25.34,0.0,76.02,6.08
ORD105140,2020-06-18,S021,South,Grocery,Snacks,4,33.9,0.0,135.6,10.85
ORD109288,2020-06-18,S042,North,Furniture,Beds,1,755.62,8.1,694.41,119.93
ORD105335,2020-06-18,S029,Central,Grocery,Snacks,4,37.79,10.28,135.62,10.29
ORD106952,2020-06-19,S041,South,Furniture,Tables,3,780.7,12.27,2054.72,347.16
ORD109891,2020-06-19,S046,North,Electronics,Accessories,1,893.89,13.68,771.61,158.14
ORD106032,2020-06-19,S027,South,Electronics,Accessories,8,539.36,1.33,4257.49,930.42
ORD105102,2020-06-19,S013,South,Electronics,Accessories,5,946.32,0.0,4731.6,1040.95
ORD100688,2020-06-20,S032,North,Grocery,Beverages,2,29.19,11.44,51.7,3.9
ORD106954,2020-06-20,S006,North,Grocery,Beverages,3,14.53,14.96,37.07,2.74
ORD109482,2020-06-20,S017,East,Beauty,Haircare,3,60.76,3.85,175.26,48.13
ORD103934,2020-06-20,S047,South,Clothing,Men,4,138.91,8.42,508.86,170.6
ORD100872,2020-06-20,S021,West,Clothing,Accessories,7,102.49,9.21,651.35,217.47
ORD101808,2020-06-20,S032,South,Grocery,Beverages,2,18.74,16.85,31.16,2.28
ORD105285,2020-06-21,S044,West,Electronics,Laptops,5,626.22,4.44,2992.08,643.64
ORD109418,2020-06-21,S013,East,Furniture,Tables,2,93.52,5.67,176.43,30.86
ORD104522,2020-06-21,S032,North,Grocery,Staples,7,10.64,3.57,71.82,5.64
ORD100281,2020-06-21,S042,East,Beauty,Skincare,5,111.93,4.42,534.91,146.46
ORD108465,2020-06-21,S036,West,Beauty,Fragrance,1,103.62,1.1,102.48,28.54
ORD109992,2020-06-22,S047,South,Grocery,Fresh,3,42.08,9.47,114.29,8.71
ORD106401,2020-06-22,S043,North,Clothing,Men,3,50.14,8.78,137.21,45.92
ORD100518,2020-06-23,S043,South,Electronics,Accessories,4,1362.93,0.0,5451.72,1199.38
ORD107267,2020-06-23,S018,South,Grocery,Beverages,1,9.97,2.57,9.71,0.77
ORD108267,2020-06-23,S030,North,Clothing,Women,5,107.67,6.36,504.11,170.83
ORD102853,2020-06-23,S015,East,Beauty,Skincare,3,182.87,5.7,517.34,140.73
ORD111790,2020-06-23,S022,Central,Electronics,Laptops,4,1482.45,4.66,5653.47,1214.78
ORD102875,2020-06-24,S020,North,Clothing,Kids,4,21.29,4.6,81.24,27.78
ORD106546,2020-06-24,S006,East,Grocery,Snacks,4,34.9,7.38,129.3,9.96
ORD109087,2020-06-24,S034,South,Furniture,Chairs,8,741.67,7.38,5495.48,952.69
ORD106130,2020-06-24,S023,North,Grocery,Staples,9,30.17,0.0,271.53,21.72
ORD111842,2020-06-24,S031,West,Furniture,Beds,3,728.24,7.63,2018.03,349.39
ORD110997,2020-06-24,S044,East,Grocery,Staples,2,35.71,6.94,66.46,5.13
ORD109419,2020-06-24,S018,South,Electronics,Audio,6,851.51,1.0,5057.97,1107.19
ORD100109,2020-06-24,S035,Central,Electronics,Accessories,3,765.06,4.79,2185.24,469.24
ORD100605,2020-06-25,S021,South,Clothing,Men,3,145.38,9.42,395.06,131.76
ORD109924,2020-06-25,S034,West,Furniture,Chairs,3,634.82,9.32,1726.96,296.37
ORD106179,2020-06-25,S011,North,Electronics,Laptops,5,284.65,2.97,1380.98,299.3
ORD108182,2020-06-25,S031,East,Electronics,Mobiles,2,440.59,0.0,881.18,193.86
ORD103477,2020-06-25,S021,South,Electronics,Laptops,8,869.67,6.72,6489.83,1379.79
ORD108204,2020-06-25,S036,East,Electronics,Accessories,10,671.83,4.91,6388.43,1370.95
ORD102061,2020-06-25,S002,Central,Grocery,Beverages,5,40.79,0.0,203.95,16.32
ORD102596,2020-06-25,S049,East,Furniture,Sofas,3,272.17,0.0,816.51,146.97
ORD106238,2020-06-25,S029,East,Beauty,Makeup,7,30.57,15.82,180.14,46.45
ORD102706,2020-06-25,S009,North,Clothing,Women,3,109.14,0.0,327.42,114.6
ORD111368,2020-06-26,S047,West,Grocery,Fresh,6,17.83,11.5,94.68,7.14
ORD101813,2020-06-26,S023,West,Grocery,Staples,6,41.55,0.0,249.3,19.94
ORD109546,2020-06-27,S041,Central,Furniture,Chairs,2,581.78,2.67,1132.49,201.13
ORD108101,2020-06-28,S032,South,Grocery,Beverages,5,19.38,6.41,90.69,7.02
ORD107404,2020-06-28,S018,South,Grocery,Staples,5,16.31,12.17,71.63,5.38
ORD107257,2020-06-28,S012,Central,Electronics,Accessories,3,403.98,14.3,1038.63,212.16
ORD109897,2020-06-28,S012,East,Clothing,Kids,3,112.25,3.01,326.61,112.59
ORD105538,2020-06-28,S017,South,Electronics,Mobiles,4,777.74,5.07,2953.23,633.24
ORD105015,2020-06-29,S030,South,Beauty,Haircare,4,59.79,5.17,226.8,61.86
ORD108825,2020-06-29,S049,West,Furniture,Beds,4,698.89,3.18,2706.66,479.45
ORD101113,2020-06-29,S041,East,Beauty,Fragrance,5,166.35,0.0,831.75,232.89
ORD107255,2020-06-29,S027,West,Beauty,Haircare,4,184.18,7.28,683.09,184.3
ORD105354,2020-06-29,S030,East,Grocery,Snacks,7,20.87,12.9,127.24,9.52
ORD101884,2020-06-29,S016,North,Grocery,Snacks,3,15.59,2.65,45.53,3.59
ORD105615,2020-06-29,S031,South,Furniture,Chairs,4,960.38,5.95,3612.95,630.98
ORD109654,2020-06-29,S039,West,Electronics,Laptops,4,779.18,16.62,2598.72,524.21
ORD105465,2020-06-29,S028,South,Clothing,Men,5,15.15,0.0,75.75,26.51
ORD105178,2020-06-29,S040,South,Furniture,Chairs,3,1131.88,8.96,3091.39,531.52
ORD111977,2020-06-29,S049,South,Electronics,Laptops,8,412.84,0.0,3302.72,726.6
ORD102111,2020-06-30,S044,North,Grocery,Fresh,4,24.14,12.63,84.36,6.32
ORD102718,2020-06-30,S045,West,Grocery,Snacks,1,40.28,6.89,37.5,2.9
ORD108827,2020-06-30,S021,East,Electronics,Laptops,6,1279.12,0.83,7611.02,1667.48
ORD110405,2020-06-30,S044,West,Furniture,Tables,2,143.32,9.4,259.7,44.55
ORD105348,2020-06-30,S020,Central,Clothing,Men,5,128.39,4.67,611.97,209.19
ORD106081,2020-06-30,S005,North,Beauty,Makeup,9,73.3,13.52,570.51,148.94
ORD111745,2020-06-30,S046,East,Grocery,Snacks,6,20.16,9.2,109.83,8.38
ORD108377,2020-06-30,S031,South,Beauty,Skincare,4,174.24,7.68,643.43,173.24
ORD100248,2020-06-30,S038,North,Electronics,Laptops,5,962.52,17.48,3971.36,797.34
ORD110149,2020-07-01,S018,South,Beauty,Haircare,4,89.12,0.0,356.48,99.81
ORD102131,2020-07-01,S045,Central,Beauty,Fragrance,4,104.1,2.19,407.28,112.79
ORD105165,2020-07-01,S032,East,Clothing,Men,4,19.73,0.0,78.92,27.62
ORD101433,2020-07-02,S009,South,Furniture,Sofas,3,623.27,15.2,1585.6,263.72
ORD105990,2020-07-02,S022,East,Grocery,Beverages,6,27.94,0.0,167.64,13.41
ORD107585,2020-07-02,S046,South,Beauty,Makeup,2,101.69,1.54,200.25,55.64
ORD111579,2020-07-02,S004,North,Electronics,Audio,2,334.1,8.0,614.74,129.83
ORD104889,2020-07-02,S047,North,Furniture,Beds,1,372.29,0.79,369.35,66.22
ORD108510,2020-07-03,S016,South,Grocery,Beverages,3,6.05,0.0,18.15,1.45
ORD105024,2020-07-03,S007,West,Electronics,Laptops,2,782.11,9.51,1415.46,296.59
ORD107685,2020-07-03,S044,South,Beauty,Skincare,3,134.42,14.28,345.67,89.88
ORD106436,2020-07-04,S021,East,Furniture,Chairs,4,486.27,7.15,1806.01,313.46
ORD107085,2020-07-04,S041,East,Clothing,Men,3,147.19,0.0,441.57,154.55
ORD102333,2020-07-04,S038,East,Grocery,Staples,6,39.04,6.45,219.13,16.97
ORD100357,2020-07-04,S023,East,Electronics,Mobiles,3,875.38,15.93,2207.8,447.03
ORD109315,2020-07-04,S033,West,Grocery,Staples,6,38.72,8.77,211.95,16.21
ORD103044,2020-07-05,S002,South,Grocery,Fresh,2,7.43,14.02,12.78,0.95
ORD104029,2020-07-05,S038,East,Grocery,Beverages,3,41.57,13.87,107.41,8.0
ORD106248,2020-07-05,S035,East,Clothing,Men,2,77.1,0.0,154.2,53.97
ORD105667,2020-07-05,S001,North,Clothing,Men,4,112.08,6.7,418.28,141.49
ORD106934,2020-07-05,S002,East,Grocery,Beverages,8,29.66,18.12,194.28,14.13
ORD109561,2020-07-06,S014,East,Furniture,Sofas,7,670.98,9.51,4250.19,728.66
ORD102473,2020-07-06,S036,West,Grocery,Fresh,6,45.23,0.65,269.62,21.5
ORD108162,2020-07-06,S027,South,Clothing,Women,5,126.64,0.0,633.2,221.62
ORD101478,2020-07-06,S021,South,Grocery,Snacks,5,3.57,8.34,16.36,1.25
ORD111449,2020-07-06,S014,South,Furniture,Tables,3,201.92,0.0,605.76,109.04
ORD101399,2020-07-06,S033,North,Grocery,Beverages,1,19.02,10.45,17.03,1.29
ORD108958,2020-07-06,S011,East,Electronics,Mobiles,3,431.72,0.0,1295.16,284.94
ORD108557,2020-07-06,S017,Central,Clothing,Kids,2,65.23,0.07,130.37,45.61
ORD104340,2020-07-07,S043,East,Electronics,Audio,3,239.43,0.0,718.29,158.02
ORD109816,2020-07-07,S033,East,Electronics,Accessories,2,217.39,12.69,379.61,78.22
ORD108983,2020-07-07,S039,East,Grocery,Fresh,4,17.1,5.31,64.77,5.04
ORD111272,2020-07-07,S042,South,Clothing,Women,5,148.93,15.44,629.68,203.37
ORD102459,2020-07-08,S047,East,Grocery,Fresh,2,47.14,0.75,93.57,7.46
ORD110808,2020-07-08,S049,North,Furniture,Chairs,4,245.28,4.73,934.71,164.27
ORD109142,2020-07-08,S036,Central,Electronics,Laptops,3,810.3,5.94,2286.5,488.09
ORD111361,2020-07-08,S021,North,Grocery,Snacks,4,43.24,0.0,172.96,13.84
ORD106372,2020-07-09,S035,South,Electronics,Accessories,6,223.88,7.2,1246.56,264.37
ORD106622,2020-07-09,S046,South,Grocery,Staples,4,30.27,18.16,99.09,7.21
ORD104076,2020-07-09,S035,Central,Clothing,Accessories,3,96.91,9.89,261.98,87.16
ORD106232,2020-07-09,S041,South,Grocery,Fresh,2,8.96,16.92,14.89,1.09
ORD105297,2020-07-09,S034,South,Grocery,Snacks,6,7.87,11.18,41.94,3.17
ORD110228,2020-07-09,S045,North,Grocery,Snacks,3,11.13,0.0,33.39,2.67
